temperature_C,pCO2_bar,pH,wall_shear_stress_Pa,NaCl_wt_pct,corrosion_rate_dewaard1975_mmpy,corrosion_rate_dewaard1995_mmpy,corrosion_rate_target_mmpy,model_disagreement_ratio,regime
30.49,57.399,6.49,7.31,9.91,20.54636,8.18428,12.96755,2.5105,high_pressure_gas_CO2
139.28,42.6805,3.53,17.216,2.15,948.24015,2681.42507,1594.56418,2.8278,high_pressure_gas_CO2
148.42,4.2648,4.98,110.254,17.02,549.34133,978.24633,733.06967,1.7808,conventional_oilfield_range
21.33,0.3072,4.88,3.629,3.72,0.17705,0.98774,0.41818,5.5789,conventional_oilfield_range
87.33,18.7003,4.03,72.955,17.94,261.89435,703.47103,429.22615,2.6861,high_pressure_gas_CO2
17.58,10.1805,4.05,2.023,6.47,0.9345,8.46408,2.81242,9.0573,high_pressure_gas_CO2
39.15,18.2503,6.36,4.54,14.46,6.88443,4.85829,5.7833,1.417,high_pressure_gas_CO2
105.45,0.1536,3.85,4.652,8.11,1.65534,20.94823,5.88868,12.6549,conventional_oilfield_range
107.02,0.8569,3.85,98.533,5.9,88.85913,566.74051,224.41049,6.378,conventional_oilfield_range
24.37,0.2881,5.74,20.804,8.32,0.59002,2.48156,1.21003,4.2059,conventional_oilfield_range
82.94,9.8239,4.16,3.455,15.09,13.67234,46.54126,25.22555,3.404,conventional_oilfield_range
69.78,12.9211,3.73,16.892,1.24,43.58812,279.46691,110.36955,6.4115,high_pressure_gas_CO2
88.04,0.2816,4.48,13.562,2.32,6.42677,40.57365,16.14799,6.3132,conventional_oilfield_range
18.19,3.3972,5.93,9.699,10.26,1.36677,3.256,2.10955,2.3822,conventional_oilfield_range
72.04,26.3479,5.67,7.271,16.33,30.61195,25.63827,28.01495,1.194,high_pressure_gas_CO2
11.57,1.0804,3.69,145.648,18.69,4.73675,65.96575,17.67662,13.9264,conventional_oilfield_range
9.6,1.685,5.81,46.399,19.57,1.36657,4.07919,2.36104,2.985,conventional_oilfield_range
148.96,1.4042,6.11,94.017,7.51,315.2663,216.05556,260.98858,1.4592,conventional_oilfield_range
83.2,9.1328,4.54,2.446,10.75,8.15417,29.06275,15.39424,3.5642,conventional_oilfield_range
37.29,0.1024,3.57,4.459,13.47,0.12551,3.06728,0.62046,24.4386,conventional_oilfield_range
124.39,0.5528,4.54,3.98,18.75,5.78043,19.31147,10.56545,3.3408,conventional_oilfield_range
122.37,1.8102,5.8,83.779,0.31,248.06271,287.12753,266.88131,1.1575,conventional_oilfield_range
9.87,6.2138,5.61,1.276,14.81,0.22468,0.76481,0.41453,3.404,conventional_oilfield_range
36.5,39.0113,3.67,12.489,5.79,25.78587,116.58326,54.82883,4.5212,high_pressure_gas_CO2
51.24,6.2195,5.52,4.987,6.04,6.70872,13.08002,9.36751,1.9497,conventional_oilfield_range
37.05,0.7971,3.68,115.896,17.59,8.85086,82.83536,27.077,9.359,conventional_oilfield_range
66.94,3.068,6.42,111.938,13.43,62.57901,47.00881,54.23803,1.3312,conventional_oilfield_range
65.37,0.2803,4.63,43.821,9.47,6.705,31.23234,14.4711,4.6581,conventional_oilfield_range
107.6,26.1414,6.24,16.742,19.36,141.22158,77.49075,104.61055,1.8224,high_pressure_gas_CO2
40.21,0.4074,5.44,101.589,16.94,6.07808,20.43408,11.1445,3.3619,conventional_oilfield_range
32.62,0.6388,5.52,20.512,17.47,1.44554,5.87403,2.91395,4.0636,conventional_oilfield_range
110.02,4.7484,4.94,77.993,6.66,279.87228,521.17137,381.91808,1.8622,conventional_oilfield_range
140.89,76.9543,3.85,149.679,9.58,5934.54651,17235.90187,10113.71649,2.9043,dense_phase_supercritical_CO2
34.65,55.639,5.16,48.707,7.61,64.60724,146.1057,97.15702,2.2614,high_pressure_gas_CO2
42.93,3.455,4.99,1.639,19.63,0.52777,2.70029,1.19378,5.1164,conventional_oilfield_range
137.58,1.2945,4.74,16.753,4.43,76.29152,191.67467,120.92622,2.5124,conventional_oilfield_range
140.54,5.463,4.75,2.146,6.6,28.07457,83.6548,48.46207,2.9797,conventional_oilfield_range
77.4,9.2008,5.55,3.631,16.43,13.32709,13.11917,13.22272,1.0158,conventional_oilfield_range
76.14,0.3197,5.88,2.335,14.41,0.52854,1.56044,0.90816,2.9524,conventional_oilfield_range
83.61,8.4223,3.68,1.185,16.93,6.12017,24.47523,12.23898,3.9991,conventional_oilfield_range
115.83,1.7265,6.03,3.189,14.14,12.35871,9.67403,10.93428,1.2775,conventional_oilfield_range
59.11,7.1368,5.5,21.958,9.66,24.16353,42.29967,31.97045,1.7506,conventional_oilfield_range
84.99,0.1085,5.09,3.962,19.55,0.88729,2.6945,1.54622,3.0368,conventional_oilfield_range
102.73,26.2122,6.23,1.71,1.93,39.67098,22.01514,29.55271,1.802,high_pressure_gas_CO2
81.34,27.9025,4.3,7.306,7.46,46.99423,183.13723,92.77064,3.897,high_pressure_gas_CO2
148.58,0.476,5.55,69.99,13.07,137.08654,131.97693,134.50747,1.0387,conventional_oilfield_range
18.56,1.3734,5.16,1.325,0.19,0.23429,1.2063,0.53162,5.1487,conventional_oilfield_range
67.92,22.5491,5.2,73.621,1.91,221.19495,375.48495,288.19329,1.6975,high_pressure_gas_CO2
35.66,40.2115,6.16,10.833,0.93,32.74477,25.8566,29.09757,1.2664,high_pressure_gas_CO2
135.4,4.9038,3.6,104.974,6.29,848.50212,3019.50726,1600.64309,3.5586,conventional_oilfield_range
114.08,13.7447,4.69,1.47,3.25,28.60077,74.20512,46.06868,2.5945,high_pressure_gas_CO2
61.43,48.9302,4.5,44.083,2.8,271.27016,516.59611,374.34891,1.9044,high_pressure_gas_CO2
77.61,83.7471,3.66,8.936,16.77,78.76328,474.15359,193.25086,6.02,dense_phase_supercritical_CO2
143.45,1.5492,5.82,1.16,5.47,12.82432,10.19318,11.43331,1.2581,conventional_oilfield_range
56.59,66.593,4.8,30.135,13.21,144.22822,268.29872,196.71362,1.8602,high_pressure_gas_CO2
120.72,13.7824,3.75,2.166,14.23,27.36167,101.66987,52.74331,3.7158,high_pressure_gas_CO2
50.92,0.2088,3.52,4.686,7.2,0.52754,9.77734,2.27111,18.5338,conventional_oilfield_range
32.17,2.2209,5.16,7.726,0.53,2.06884,8.43101,4.17641,4.0752,conventional_oilfield_range
91.72,0.9404,4.66,4.316,7.76,7.33082,23.43606,13.10747,3.1969,conventional_oilfield_range
136.26,86.0041,5.22,2.339,7.61,237.40598,191.80537,213.39106,1.2377,dense_phase_supercritical_CO2
76.5,0.1548,4.8,8.248,9.68,1.7606,8.46353,3.86017,4.8072,conventional_oilfield_range
40.76,7.5007,5.28,2.664,2.14,2.47536,10.50369,5.09907,4.2433,conventional_oilfield_range
53.17,7.254,5.91,5.213,6.69,7.96298,6.51595,7.20322,1.2221,conventional_oilfield_range
146.26,0.2561,4.46,115.177,4.02,113.5373,819.80932,305.0884,7.2206,conventional_oilfield_range
145.47,0.7488,5.58,11.708,11.52,36.22766,57.52515,45.65087,1.5879,conventional_oilfield_range
123.39,1.5094,3.84,16.865,11.84,34.75753,217.14764,86.87643,6.2475,conventional_oilfield_range
84.76,72.2793,4.88,34.791,8.77,375.61747,772.02781,538.50453,2.0554,high_pressure_gas_CO2
123.75,24.3765,4.73,12.205,12.67,223.95088,449.67558,317.34089,2.0079,high_pressure_gas_CO2
108.71,23.2933,3.72,143.171,9.58,958.72767,4896.44392,2166.64631,5.1072,high_pressure_gas_CO2
138.46,11.8885,5.13,52.563,7.19,876.22356,769.28466,821.01483,1.139,high_pressure_gas_CO2
97.54,0.1799,5.81,26.977,7.1,8.76529,16.74426,12.1148,1.9103,conventional_oilfield_range
147.62,10.775,4.7,43.442,19.31,478.80517,813.14055,623.96787,1.6983,high_pressure_gas_CO2
42.52,3.4043,5.06,18.334,11.5,5.57794,22.94106,11.31212,4.1128,conventional_oilfield_range
116.99,5.8314,5.0,5.632,0.49,61.65087,101.3964,79.06438,1.6447,conventional_oilfield_range
144.45,0.223,6.32,2.034,6.24,3.96549,4.36407,4.16001,1.1005,conventional_oilfield_range
75.02,2.6822,4.81,32.826,6.38,30.00467,138.14916,64.3826,4.6043,conventional_oilfield_range
21.69,35.2809,5.44,29.752,3.29,27.58331,47.8637,36.3351,1.7352,high_pressure_gas_CO2
30.3,0.3023,5.18,121.815,4.64,3.94466,24.4814,9.82704,6.2062,conventional_oilfield_range
97.87,1.9788,3.59,21.695,3.95,35.7641,266.5653,97.63949,7.4534,conventional_oilfield_range
107.19,0.4143,5.76,57.527,1.25,58.92529,88.42632,72.18412,1.5007,conventional_oilfield_range
32.11,0.9505,4.87,3.723,17.25,0.32874,2.16576,0.84379,6.588,conventional_oilfield_range
91.56,6.8222,5.26,5.716,16.91,14.51251,23.6592,18.52982,1.6303,conventional_oilfield_range
107.37,0.7804,5.34,1.529,2.68,4.016,7.91717,5.63873,1.9714,conventional_oilfield_range
31.54,12.0312,5.03,8.131,2.76,5.95026,20.96975,11.17029,3.5242,high_pressure_gas_CO2
97.15,12.0309,5.44,149.925,11.1,477.45124,639.42002,552.53225,1.3392,high_pressure_gas_CO2
50.61,2.2543,3.66,6.044,0.19,4.69908,47.01468,14.86357,10.0051,conventional_oilfield_range
144.76,3.2833,4.98,30.9,8.31,253.86382,314.04377,282.35501,1.2371,conventional_oilfield_range
16.99,0.1238,5.78,4.321,5.5,0.08004,0.39722,0.1783,4.9629,conventional_oilfield_range
71.31,16.8871,5.8,15.713,2.26,78.38456,79.17544,78.77901,1.0101,high_pressure_gas_CO2
124.38,1.2606,5.97,1.232,14.38,2.76543,4.0283,3.33766,1.4567,conventional_oilfield_range
19.85,30.9181,5.75,4.445,19.99,2.2509,4.59413,3.21573,2.041,high_pressure_gas_CO2
123.43,2.0759,6.48,48.735,4.74,174.04942,79.08492,117.323,2.2008,conventional_oilfield_range
55.84,13.5601,5.4,2.297,2.78,6.85638,12.70431,9.33304,1.8529,high_pressure_gas_CO2
13.61,1.1284,4.34,14.873,6.47,0.83767,7.4975,2.50608,8.9504,conventional_oilfield_range
43.76,37.5017,6.46,30.076,1.9,90.33701,43.06348,62.37168,2.0978,high_pressure_gas_CO2
138.22,94.9421,6.1,1.889,17.32,149.53215,76.53113,106.976,1.9539,dense_phase_supercritical_CO2
125.13,19.2496,5.53,11.617,11.55,190.11769,202.14691,196.04006,1.0633,high_pressure_gas_CO2
70.54,7.9595,6.14,1.594,10.31,4.3975,6.59501,5.38531,1.4997,conventional_oilfield_range
58.52,70.9189,4.48,1.012,15.48,7.74106,15.04855,10.79314,1.944,high_pressure_gas_CO2
71.48,9.8272,4.57,1.373,10.69,5.1337,17.79308,9.55742,3.4659,conventional_oilfield_range
35.72,0.6392,5.99,5.432,11.56,0.5107,1.31102,0.81825,2.5671,conventional_oilfield_range
54.84,11.1598,3.65,1.647,15.68,2.71541,21.35222,7.61446,7.8633,high_pressure_gas_CO2
129.36,2.1079,3.5,121.553,4.05,379.61567,2223.13423,918.66021,5.8563,conventional_oilfield_range
99.25,0.2999,6.3,3.947,13.09,2.41551,3.4022,2.86672,1.4085,conventional_oilfield_range
136.05,0.3137,4.69,4.622,13.99,7.29263,30.69971,14.96267,4.2097,conventional_oilfield_range
107.04,0.1008,4.93,1.944,4.52,1.03332,4.08428,2.05435,3.9526,conventional_oilfield_range
105.86,28.2701,6.46,8.298,2.64,173.20727,69.33281,109.58534,2.4982,high_pressure_gas_CO2
110.96,0.2029,4.44,82.625,2.74,40.66963,145.68393,76.97345,3.5821,conventional_oilfield_range
24.31,95.2402,3.93,14.27,0.17,28.14963,143.49497,63.55572,5.0976,dense_phase_liquid_CO2
109.75,7.6602,3.95,7.869,13.73,50.58352,174.43461,93.93358,3.4484,conventional_oilfield_range
19.57,18.0858,5.27,6.85,19.26,2.54371,7.75012,4.44005,3.0468,high_pressure_gas_CO2
45.16,0.179,5.16,20.215,12.15,1.13427,4.123,2.16255,3.6349,conventional_oilfield_range
127.94,9.4453,4.4,13.387,10.19,150.45322,302.88615,213.47176,2.0132,conventional_oilfield_range
12.91,49.4012,6.36,11.938,2.25,7.7815,10.24065,8.92679,1.316,high_pressure_gas_CO2
81.6,85.7217,6.46,107.722,2.64,1377.65659,420.45532,761.08018,3.2766,dense_phase_supercritical_CO2
57.98,11.1899,5.79,119.392,15.41,110.77541,132.78041,121.27986,1.1986,high_pressure_gas_CO2
43.02,0.1317,3.68,52.188,10.13,1.58306,27.11977,6.55227,17.1312,conventional_oilfield_range
65.24,12.7477,3.75,14.71,12.32,29.43047,202.40577,77.18093,6.8774,high_pressure_gas_CO2
79.14,0.407,5.92,14.697,7.81,4.32229,7.312,5.62179,1.6917,conventional_oilfield_range
103.75,0.1579,5.6,38.766,16.93,10.45818,22.37301,15.29644,2.1393,conventional_oilfield_range
68.0,2.2915,5.33,4.71,14.83,3.87768,7.92659,5.54408,2.0442,conventional_oilfield_range
107.65,12.7203,3.99,118.536,10.46,657.13252,1611.74281,1029.13974,2.4527,high_pressure_gas_CO2
29.21,0.2403,5.84,3.845,17.73,0.15101,0.47755,0.26854,3.1623,conventional_oilfield_range
122.03,0.6545,3.69,35.488,11.53,54.37378,342.99385,136.56453,6.3081,conventional_oilfield_range
57.22,3.1538,5.2,6.311,5.1,6.71132,16.38384,10.48605,2.4412,conventional_oilfield_range
109.8,0.4844,5.03,1.247,17.26,1.54883,5.16403,2.82811,3.3341,conventional_oilfield_range
60.53,0.282,6.29,73.446,11.06,9.67564,10.5361,10.09671,1.0889,conventional_oilfield_range
65.81,0.9234,4.75,36.933,5.43,15.70345,61.50793,31.07872,3.9168,conventional_oilfield_range
77.8,50.7952,4.04,56.275,19.63,279.15577,821.37504,478.844,2.9424,high_pressure_gas_CO2
72.44,0.7029,6.03,5.155,11.06,2.79966,3.81189,3.2668,1.3616,conventional_oilfield_range
86.75,0.8161,5.37,10.222,11.83,5.34954,16.50027,9.39515,3.0844,conventional_oilfield_range
33.34,50.2724,5.78,3.415,0.13,8.66814,13.06861,10.64333,1.5077,high_pressure_gas_CO2
55.23,33.0158,6.13,117.339,0.03,240.90221,178.80977,207.54679,1.3473,high_pressure_gas_CO2
110.45,0.205,5.09,3.298,9.84,4.31096,9.27522,6.32338,2.1515,conventional_oilfield_range
108.19,0.1901,6.26,89.656,10.4,28.5895,31.80877,30.15621,1.1126,conventional_oilfield_range
146.31,0.1798,3.79,1.952,16.4,3.52152,22.55273,8.91179,6.4043,conventional_oilfield_range
68.07,78.1007,4.21,3.698,6.3,48.16874,94.95874,67.63167,1.9714,dense_phase_supercritical_CO2
111.63,0.8999,4.32,1.454,4.05,4.29549,13.71965,7.67676,3.194,conventional_oilfield_range
27.53,0.3113,4.9,7.667,10.72,0.41042,2.40199,0.99288,5.8526,conventional_oilfield_range
49.7,0.6238,3.86,2.203,13.72,0.54447,3.9477,1.46608,7.2505,conventional_oilfield_range
10.85,32.1939,4.48,1.579,4.96,1.09277,7.41051,2.84569,6.7814,high_pressure_gas_CO2
103.19,0.6033,6.47,1.169,8.09,1.41929,1.82758,1.61054,1.2877,conventional_oilfield_range
41.23,2.4329,5.91,2.015,0.24,1.4725,1.32484,1.39672,1.1115,conventional_oilfield_range
23.95,29.5815,4.62,23.528,12.89,13.36255,54.30067,26.93688,4.0636,high_pressure_gas_CO2
122.85,0.1163,3.69,92.027,8.87,44.37639,419.48921,136.43833,9.453,conventional_oilfield_range
125.26,0.9878,3.63,10.073,3.36,22.02475,167.86826,60.80506,7.6218,conventional_oilfield_range
62.27,0.1226,5.55,2.377,4.29,0.37353,1.35331,0.71098,3.6231,conventional_oilfield_range
133.1,0.127,5.36,3.426,5.9,2.96641,9.57399,5.3292,3.2275,conventional_oilfield_range
13.84,0.6908,3.91,2.717,17.69,0.08951,1.66883,0.38649,18.6448,conventional_oilfield_range
121.31,24.2403,6.47,50.294,7.18,617.73005,289.11423,422.60448,2.1366,high_pressure_gas_CO2
137.34,3.215,4.67,2.462,6.38,28.31131,84.42909,48.89068,2.9822,conventional_oilfield_range
117.89,0.1499,6.47,14.194,15.34,10.56415,6.74179,8.43927,1.567,conventional_oilfield_range
19.52,9.3453,4.3,59.746,18.35,17.52137,78.88772,37.17823,4.5024,conventional_oilfield_range
36.81,34.635,5.89,5.917,16.78,8.9914,9.13298,9.06191,1.0157,high_pressure_gas_CO2
90.92,26.2199,5.59,97.477,0.56,604.05686,440.34811,515.74732,1.3718,high_pressure_gas_CO2
86.72,4.8902,4.06,141.251,17.63,139.16714,732.81599,319.34919,5.2657,conventional_oilfield_range
76.11,0.1865,4.2,2.993,10.53,1.13158,6.01638,2.60922,5.3168,conventional_oilfield_range
34.21,0.2463,5.65,99.851,16.89,2.5906,9.88978,5.06166,3.8176,conventional_oilfield_range
90.06,56.4511,5.82,69.506,17.21,630.58206,360.75858,476.95691,1.7479,high_pressure_gas_CO2
141.58,1.5374,3.8,4.536,2.73,40.21447,221.19411,94.31439,5.5004,conventional_oilfield_range
119.82,76.2055,5.45,2.394,19.37,79.72774,46.17678,60.67595,1.7266,dense_phase_supercritical_CO2
119.11,0.4674,5.27,2.408,6.14,4.41321,9.05093,6.3201,2.0509,conventional_oilfield_range
110.68,70.2044,6.35,7.115,19.89,168.13974,62.44915,102.4704,2.6924,high_pressure_gas_CO2
92.35,57.9582,6.4,3.025,11.31,63.00821,24.32525,39.14959,2.5902,high_pressure_gas_CO2
113.07,0.5176,6.45,2.319,17.71,3.60337,2.87172,3.21681,1.2548,conventional_oilfield_range
97.67,45.7047,4.84,3.777,4.99,92.37813,129.55172,109.39719,1.4024,high_pressure_gas_CO2
20.67,0.1009,4.66,39.28,19.38,0.40487,3.29195,1.15447,8.131,conventional_oilfield_range
59.91,4.3458,3.8,11.051,17.28,6.99496,46.07781,17.95307,6.5873,conventional_oilfield_range
28.59,0.1664,6.04,4.383,6.37,0.19337,0.54415,0.32438,2.814,conventional_oilfield_range
29.67,1.3377,5.7,15.503,17.96,1.78914,4.53728,2.84918,2.536,conventional_oilfield_range
93.98,2.8068,3.59,112.419,3.3,192.69403,1129.23713,466.4732,5.8603,conventional_oilfield_range
19.68,0.4137,4.07,32.898,14.44,0.86901,10.43619,3.0115,12.0093,conventional_oilfield_range
45.82,0.516,3.65,17.548,16.8,1.89587,26.52476,7.09137,13.9908,conventional_oilfield_range
67.0,0.765,5.49,20.236,3.99,8.83341,19.51263,13.12871,2.209,conventional_oilfield_range
47.31,0.1761,6.03,4.688,7.95,0.31272,1.03058,0.5677,3.2955,conventional_oilfield_range
18.21,4.2892,4.05,84.511,7.39,9.11465,99.83077,30.16492,10.9528,conventional_oilfield_range
72.43,0.4772,4.31,1.362,15.04,0.55979,3.44954,1.38961,6.1622,conventional_oilfield_range
54.85,4.2106,6.41,19.2,11.07,15.31385,9.29552,11.93106,1.6474,conventional_oilfield_range
65.7,4.0415,6.1,10.796,17.63,8.62353,10.4722,9.50302,1.2144,conventional_oilfield_range
135.9,13.8969,5.01,91.09,16.01,814.97821,947.27086,878.63821,1.1623,high_pressure_gas_CO2
22.44,18.6881,4.02,138.699,19.44,35.1002,212.27286,86.31814,6.0476,high_pressure_gas_CO2
66.39,92.2231,4.81,147.962,12.54,799.35752,1145.52781,956.91497,1.4331,dense_phase_supercritical_CO2
137.07,55.2741,3.7,6.991,7.95,363.16559,1236.61203,670.14546,3.4051,high_pressure_gas_CO2
71.43,41.7252,5.86,22.69,10.45,104.86004,113.48048,109.08514,1.0822,high_pressure_gas_CO2
26.49,5.805,5.78,110.857,18.5,14.91529,31.66187,21.73122,2.1228,conventional_oilfield_range
46.48,4.0448,4.53,7.837,7.66,3.83004,22.96483,9.37849,5.996,conventional_oilfield_range
10.43,0.6703,3.93,21.11,13.87,0.81271,9.67578,2.80421,11.9056,conventional_oilfield_range
53.07,0.5161,5.74,100.884,17.94,12.2226,22.27669,16.50088,1.8226,conventional_oilfield_range
48.94,0.6935,4.97,32.731,1.96,6.38766,24.27149,12.45143,3.7997,conventional_oilfield_range
146.26,2.1347,5.98,3.857,8.34,31.01423,24.72413,27.69115,1.2544,conventional_oilfield_range
35.65,29.6421,5.72,44.95,17.34,39.49905,41.78726,40.62705,1.0579,high_pressure_gas_CO2
28.05,0.8578,5.02,1.973,17.03,0.20807,0.99602,0.45524,4.7868,conventional_oilfield_range
32.95,31.5348,6.01,3.491,9.13,7.21972,5.65693,6.39073,1.2763,high_pressure_gas_CO2
44.73,29.5474,5.02,24.138,2.48,57.69522,112.04335,80.40128,1.942,high_pressure_gas_CO2
91.14,0.341,6.11,18.928,7.0,10.6137,17.11314,13.47716,1.6124,conventional_oilfield_range
113.6,11.6561,4.36,6.937,3.26,56.38579,177.38829,100.01089,3.146,high_pressure_gas_CO2
129.28,8.7527,5.53,3.851,8.19,78.89702,58.4603,67.91424,1.3496,conventional_oilfield_range
116.3,0.1063,6.23,25.629,12.02,10.15323,12.01405,11.04452,1.1833,conventional_oilfield_range
121.74,0.8249,6.4,25.042,8.48,38.81462,38.78478,38.79969,1.0008,conventional_oilfield_range
41.54,2.5124,5.53,62.198,7.94,18.13637,41.82446,27.54168,2.3061,conventional_oilfield_range
101.04,33.8729,4.62,25.626,12.18,270.2515,553.3781,386.71858,2.0476,high_pressure_gas_CO2
14.26,92.2748,5.42,74.935,5.22,59.20353,84.97786,70.92947,1.4354,dense_phase_liquid_CO2
48.32,0.2817,5.8,90.74,16.11,5.21285,10.38369,7.35722,1.9919,conventional_oilfield_range
100.78,11.0222,5.66,26.682,19.95,100.61068,122.60763,111.06591,1.2186,high_pressure_gas_CO2
61.3,0.1276,5.62,17.572,3.8,1.72597,4.90496,2.90961,2.8419,conventional_oilfield_range
82.52,22.6303,6.22,28.977,10.15,174.37072,69.91485,110.41333,2.494,high_pressure_gas_CO2
132.09,0.3495,3.79,1.899,5.17,4.9081,22.21962,10.44299,4.5271,conventional_oilfield_range
31.54,10.943,4.51,1.564,7.11,1.45017,5.74634,2.88672,3.9625,high_pressure_gas_CO2
119.27,0.9862,4.28,4.364,17.02,6.115,37.96632,15.23693,6.2087,conventional_oilfield_range
89.62,68.0617,3.71,86.193,10.01,1007.94941,2807.52466,1682.21366,2.7854,high_pressure_gas_CO2
48.26,0.1453,6.06,1.99,4.01,0.17025,0.58473,0.31552,3.4345,conventional_oilfield_range
136.46,2.3589,4.45,36.088,15.58,105.5391,385.02055,201.58057,3.6481,conventional_oilfield_range
30.64,8.0075,3.51,3.938,15.22,2.16549,26.04193,7.50956,12.0259,conventional_oilfield_range
75.99,19.5302,3.76,21.735,12.67,53.02848,486.41045,160.60388,9.1726,high_pressure_gas_CO2
60.58,0.1298,4.1,6.485,0.28,0.73088,12.0886,2.97243,16.5397,conventional_oilfield_range
32.63,10.7212,5.38,3.479,13.87,2.21733,5.81505,3.5908,2.6225,high_pressure_gas_CO2
60.61,5.8346,4.0,62.053,5.96,53.6403,433.09832,152.41891,8.0741,conventional_oilfield_range
91.47,1.0316,6.16,146.635,6.85,109.53956,95.86583,102.47488,1.1426,conventional_oilfield_range
32.32,69.8639,6.25,7.548,4.57,19.36298,14.78445,16.91955,1.3097,high_pressure_gas_CO2
111.44,5.876,4.01,6.277,13.01,51.55597,150.26485,88.01733,2.9146,conventional_oilfield_range
42.09,4.0198,3.65,146.055,13.24,35.44009,337.87202,109.42675,9.5336,conventional_oilfield_range
105.01,1.7796,4.64,15.522,9.49,36.57866,118.20206,65.75464,3.2314,conventional_oilfield_range
96.4,0.8005,5.48,27.645,5.4,23.52507,45.65558,32.77272,1.9407,conventional_oilfield_range
125.44,0.2064,5.66,1.804,2.28,2.97677,5.19895,3.93397,1.7465,conventional_oilfield_range
33.96,0.6152,5.07,2.747,14.07,0.29526,1.5278,0.67164,5.1743,conventional_oilfield_range
76.97,0.4198,6.3,5.241,0.05,2.27995,2.54947,2.41095,1.1182,conventional_oilfield_range
126.11,10.164,3.95,1.57,10.23,26.85253,83.53921,47.36285,3.111,high_pressure_gas_CO2
42.1,0.4937,6.47,4.407,9.29,0.66561,1.00517,0.81796,1.5101,conventional_oilfield_range
10.72,0.7442,5.9,4.792,14.77,0.23336,0.70411,0.40535,3.0172,conventional_oilfield_range
11.65,35.9746,5.49,2.35,7.15,1.43971,4.40898,2.51945,3.0624,high_pressure_gas_CO2
132.38,0.19,5.94,2.5,8.02,3.91406,4.57514,4.23171,1.1689,conventional_oilfield_range
60.93,35.6463,5.9,25.82,15.94,89.01386,79.44874,84.09542,1.1204,high_pressure_gas_CO2
13.5,67.2049,3.98,8.041,11.82,7.70891,34.27596,16.25516,4.4463,high_pressure_gas_CO2
